"excel_file_name","id","sex","dob","doe","age_months","age_years","age_years_group","location","percentage_correct","ses","item","acc","subj_acc","quartile","bigger_places","places","length_diff","one_digit_diff_not_zero","transposition","inserting_zero","e3_categories","category","left_num","right_num","left_number_range","right_number_range","item_comparison_unordered","item_comparison","item_type","within_id"
"Block and Abacus Data/sheet: Combined data",166,"F","1/21/03","11/16/09",81.94078947,6.828399123,6,"Lab",93.75,"NA","3 v 7",1,0.9375,4,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","1/21/03 11/16/09 F Lab"
"Digit Training/sheet: data",167,"M","1/12/05","4/14/10",63.09210526,5.257675439,5,"Lab",70,"NA","3 v 7",0,0.7,3,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","1/12/05 4/14/10 M Lab"
"Meap Mapping Data/sheet: combined data",168,"F","12/1/05","7/8/09",43.26,3.604714912,3,"Lab",56.25,"NA","3 v 7",1,0.5625,2,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","12/1/05 7/8/09 F Lab"
"Meap 3 Data only/sheet: combined data",169,"NA","7/8/10","5/27/13",34.67105263,2.889254386,2,"PLW",56.3,"1","3 v 7",1,0.5625,2,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","7/8/10 5/27/13 NA PLW"
"Which is More_N Data/sheet: which is more - symbols",170,"M","1/9/07","4/7/10",38.94736842,3.245614035,3,"KC",90,"2","3 v 7",1,0.9,4,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","1/9/07 4/7/10 M KC"
"Block and Abacus Data/sheet: Combined data",171,"M","3/16/05","11/17/09",56.15131579,4.679276316,4,"Lab",68.75,"NA","3 v 7",1,0.6875,2,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","3/16/05 11/17/09 M Lab"
"Digit Training/sheet: data",172,"M","10/19/05","4/14/10",53.88157895,4.490131579,4,"Lab",70,"NA","3 v 7",1,0.7,3,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","10/19/05 4/14/10 M Lab"
"Meap Mapping Data/sheet: combined data",173,"M","6/2/05","7/9/09",49.28,4.106359649,4,"Lab",56.25,"NA","3 v 7",1,0.5625,2,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","6/2/05 7/9/09 M Lab"
"Meap 3 Data only/sheet: combined data",174,"NA","5/26/10","5/27/13",36.08552632,3.007127193,3,"PLW",43.8,"1","3 v 7",1,0.4375,1,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","5/26/10 5/27/13 NA PLW"
"Which is More_N Data/sheet: which is more - symbols",177,"F","8/9/06","4/7/10",43.98026316,3.66502193,3,"KC",90,"2","3 v 7",1,0.9,4,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","8/9/06 4/7/10 F KC"
"Block and Abacus Data/sheet: Combined data",178,"M","1/17/03","11/17/09",82.10526316,6.842105263,6,"Lab",43.75,"NA","3 v 7",0,0.4375,1,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","1/17/03 11/17/09 M Lab"
"Digit Training/sheet: data",179,"F","4/13/06","4/28/10",48.55263158,4.046052632,4,"Lab",30,"NA","3 v 7",0,0.6,2,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","4/13/06 4/28/10 F Lab"
"Meap Mapping Data/sheet: combined data",180,"F","2/26/06","7/9/09",40.43,3.368969298,3,"Lab",37.5,"NA","3 v 7",0,0.375,1,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","2/26/06 7/9/09 F Lab"
"Meap 3 Data only/sheet: combined data",181,"NA","12/30/08","5/27/13",52.92763158,4.410635965,4,"PLE",50,"2","3 v 7",1,0.5,1,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","12/30/08 5/27/13 NA PLE"
"Which is More_N Data/sheet: which is more - symbols",184,"M","11/27/05","4/7/10",52.36842105,4.364035088,4,"KC",30,"2","3 v 7",0,0.3,1,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","11/27/05 4/7/10 M KC"
"Block and Abacus Data/sheet: Combined data",185,"M","4/9/04","12/2/09",67.86184211,5.655153509,5,"Lab",100,"NA","3 v 7",1,1,4,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","4/9/04 12/2/09 M Lab"
"Digit Training/sheet: data",186,"F","5/7/04","4/16/10",71.38157895,5.948464912,5,"Lab",85,"NA","3 v 7",1,0.85,4,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","5/7/04 4/16/10 F Lab"
"Meap Mapping Data/sheet: combined data",187,"M","10/20/04","7/10/09",56.71,4.725877193,4,"Lab",62.5,"NA","3 v 7",1,0.625,2,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","10/20/04 7/10/09 M Lab"
"Meap 3 Data only/sheet: combined data",189,"NA","6/23/10","5/27/13",35.16447368,2.930372807,2,"PLE",56.3,"2","3 v 7",1,0.5625,2,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","6/23/10 5/27/13 NA PLE"
"Which is More_N Data/sheet: which is more - symbols",191,"M","11/5/05","4/7/10",53.09210526,4.424342105,4,"KC",90,"2","3 v 7",1,0.9,4,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","11/5/05 4/7/10 M KC"
"Block and Abacus Data/sheet: Combined data",192,"F","6/16/05","12/2/09",53.61842105,4.468201754,4,"Lab",68.75,"NA","3 v 7",1,0.6875,2,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","6/16/05 12/2/09 F Lab"
"Digit Training/sheet: data",193,"F","8/3/04","4/20/10",68.61842105,5.718201754,5,"Lab",25,"NA","3 v 7",1,0.5,1,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","8/3/04 4/20/10 F Lab"
"Meap Mapping Data/sheet: combined data",194,"F","11/30/06","7/10/09",31.35,2.612390351,2,"Lab",56.25,"NA","3 v 7",0,0.5625,2,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","11/30/06 7/10/09 F Lab"
"Meap 3 Data only/sheet: combined data",196,"NA","12/9/07","5/27/13",65.65789474,5.471491228,5,"PLE",68.8,"2","3 v 7",1,0.6875,2,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","12/9/07 5/27/13 NA PLE"
"Which is More_N Data/sheet: which is more - symbols",198,"F","10/25/06","4/8/10",41.48026316,3.456688596,3,"BDLC",80,"3","3 v 7",1,0.8,3,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","10/25/06 4/8/10 F BDLC"
"Block and Abacus Data/sheet: Combined data",199,"M","6/20/05","12/1/09",53.45394737,4.454495614,4,"Lab",31.25,"NA","3 v 7",1,0.3125,1,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","6/20/05 12/1/09 M Lab"
"Digit Training/sheet: data",200,"M","3/15/05","4/20/10",61.25,5.104166667,5,"Lab",75,"NA","3 v 7",1,0.75,3,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","3/15/05 4/20/10 M Lab"
"Meap Mapping Data/sheet: combined data",201,"M","3/22/04","7/13/09",63.78,5.315241228,5,"Lab",81.25,"NA","3 v 7",1,0.8125,4,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","3/22/04 7/13/09 M Lab"
"Meap 3 Data only/sheet: combined data",202,"NA","8/15/08","5/27/13",57.43421053,4.786184211,4,"PLE",56.3,"2","3 v 7",1,0.5625,2,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","8/15/08 5/27/13 NA PLE"
"Which is More_N Data/sheet: which is more - symbols",205,"F","10/25/06","4/8/10",41.48026316,3.456688596,3,"BDLC",100,"3","3 v 7",1,1,4,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","10/25/06 4/8/10 F BDLC"
"Block and Abacus Data/sheet: Combined data",206,"M","4/8/04","12/3/09",67.92763158,5.660635965,5,"Lab",87.5,"NA","3 v 7",1,0.875,4,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","4/8/04 12/3/09 M Lab"
"Digit Training/sheet: data",207,"F","12/20/04","4/21/10",64.07894737,5.339912281,5,"Lab",75,"NA","3 v 7",1,0.75,3,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","12/20/04 4/21/10 F Lab"
"Meap Mapping Data/sheet: combined data",208,"F","8/2/04","7/14/09",59.44,4.953399123,4,"Lab",62.5,"NA","3 v 7",1,0.625,2,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","8/2/04 7/14/09 F Lab"
"Meap 3 Data only/sheet: combined data",209,"NA","8/3/09","5/27/13",45.82236842,3.818530702,3,"PLE",68.8,"2","3 v 7",1,0.6875,2,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","8/3/09 5/27/13 NA PLE"
"Which is More_N Data/sheet: which is more - symbols",212,"F","9/13/06","4/8/10",42.86184211,3.571820175,3,"BDLC",40,"3","3 v 7",0,0.4,1,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","9/13/06 4/8/10 F BDLC"
"Block and Abacus Data/sheet: Combined data",213,"M","6/15/05","12/8/09",53.84868421,4.487390351,4,"Lab",56.25,"NA","3 v 7",1,0.5625,2,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","6/15/05 12/8/09 M Lab"
"Digit Training/sheet: data",214,"M","1/30/06","4/21/10",50.72368421,4.226973684,4,"Lab",25,"NA","3 v 7",1,0.5,1,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","1/30/06 4/21/10 M Lab"
"Meap Mapping Data/sheet: combined data",215,"M","12/1/05","7/14/09",43.45,3.621162281,3,"Lab",62.5,"NA","3 v 7",1,0.625,2,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","12/1/05 7/14/09 M Lab"
"Meap 3 Data only/sheet: combined data",216,"NA","9/23/08","5/27/13",56.15131579,4.679276316,4,"PLE",56.3,"2","3 v 7",1,0.5625,2,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","9/23/08 5/27/13 NA PLE"
"Which is More_N Data/sheet: which is more - symbols",219,"M","1/15/06","4/8/10",50.78947368,4.23245614,4,"BDLC",80,"3","3 v 7",1,0.8,3,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","1/15/06 4/8/10 M BDLC"
"Block and Abacus Data/sheet: Combined data",220,"F","4/5/04","12/4/09",68.05921053,5.671600877,5,"Lab",68.75,"NA","3 v 7",1,0.6875,2,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","4/5/04 12/4/09 F Lab"
"Digit Training/sheet: data",221,"F","5/6/04","4/21/10",71.57894737,5.964912281,5,"Lab",90,"NA","3 v 7",1,0.9,4,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","5/6/04 4/21/10 F Lab"
"Meap Mapping Data/sheet: combined data",222,"M","11/7/02","7/14/09",80.3,6.691337719,6,"Lab",43.75,"NA","3 v 7",1,0.4375,1,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","11/7/02 7/14/09 M Lab"
"Which is More_N Data/sheet: which is more - symbols",226,"F","6/29/06","4/8/10",45.36184211,3.780153509,3,"BDLC",80,"3","3 v 7",1,0.8,3,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","6/29/06 4/8/10 F BDLC"
"Block and Abacus Data/sheet: Combined data",227,"M","1/27/03","12/9/09",82.5,6.875,6,"Lab",100,"NA","3 v 7",1,1,4,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","1/27/03 12/9/09 M Lab"
"Digit Training/sheet: data",228,"F","5/26/05","4/26/10",59.07894737,4.923245614,4,"Lab",80,"NA","3 v 7",1,0.8,3,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","5/26/05 4/26/10 F Lab"
"Meap Mapping Data/sheet: combined data",229,"M","11/1/04","7/15/09",56.48,4.706688596,4,"Lab",43.75,"NA","3 v 7",1,0.4375,1,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","11/1/04 7/15/09 M Lab"
"Which is More_N Data/sheet: which is more - symbols",233,"F","3/20/06","4/8/10",48.68421053,4.057017544,4,"BDLC",70,"3","3 v 7",0,0.7,3,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","3/20/06 4/8/10 F BDLC"
"Block and Abacus Data/sheet: Combined data",234,"M","6/1/05","12/9/09",54.34210526,4.528508772,4,"Lab",62.5,"NA","3 v 7",1,0.625,2,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","6/1/05 12/9/09 M Lab"
"Digit Training/sheet: data",235,"M","5/13/04","4/27/10",71.54605263,5.962171053,5,"Lab",85,"NA","3 v 7",1,0.85,4,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","5/13/04 4/27/10 M Lab"
"Meap Mapping Data/sheet: combined data",236,"M","12/6/05","7/15/09",43.32,3.610197368,3,"Lab",37.5,"NA","3 v 7",0,0.375,1,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","12/6/05 7/15/09 M Lab"
"Which is More_N Data/sheet: which is more - symbols",240,"M","6/14/05","4/8/10",57.86184211,4.821820175,4,"BDLC",90,"3","3 v 7",1,0.9,4,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","6/14/05 4/8/10 M BDLC"
"Block and Abacus Data/sheet: Combined data",241,"M","6/14/05","12/9/09",53.91447368,4.492872807,4,"Lab",56.25,"NA","3 v 7",1,0.5625,2,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","6/14/05 12/9/09 M Lab"
"Digit Training/sheet: data",242,"M","12/3/05","5/17/10",53.48684211,4.457236842,4,"Lab",75,"NA","3 v 7",1,0.75,3,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","12/3/05 5/17/10 M Lab"
"Meap Mapping Data/sheet: combined data",243,"M","1/14/04","7/15/09",66.09,5.507127193,5,"Lab",62.5,"NA","3 v 7",1,0.625,2,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","1/14/04 7/15/09 M Lab"
"Which is More_N Data/sheet: which is more - symbols",247,"M","3/8/05","4/8/10",61.08552632,5.090460526,5,"BDLC",80,"3","3 v 7",1,0.8,3,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","3/8/05 4/8/10 M BDLC"
"Block and Abacus Data/sheet: Combined data",248,"F","9/12/05","1/26/10",52.53289474,4.377741228,4,"Lab",50,"NA","3 v 7",1,0.5,1,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","9/12/05 1/26/10 F Lab"
"Digit Training/sheet: data",249,"F","7/9/05","5/17/10",58.32236842,4.860197368,4,"Lab",65,"NA","3 v 7",0,0.65,2,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","7/9/05 5/17/10 F Lab"
"Meap Mapping Data/sheet: combined data",250,"M","1/24/05","7/15/09",53.72,4.476425439,4,"Lab",62.5,"NA","3 v 7",1,0.625,2,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","1/24/05 7/15/09 M Lab"
"Which is More_N Data/sheet: which is more - symbols",254,"F","7/15/05","4/8/10",56.84210526,4.736842105,4,"BDLC",70,"3","3 v 7",1,0.7,3,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","7/15/05 4/8/10 F BDLC"
"Block and Abacus Data/sheet: Combined data",255,"M","10/3/04","1/21/10",63.68421053,5.307017544,5,"Lab",100,"NA","3 v 7",1,1,4,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","10/3/04 1/21/10 M Lab"
"Digit Training/sheet: data",256,"F","7/8/05","5/18/10",58.38815789,4.865679825,4,"Lab",30,"NA","3 v 7",1,0.6,2,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","7/8/05 5/18/10 F Lab"
"Meap Mapping Data/sheet: combined data",257,"F","10/26/05","7/15/09",44.67,3.722587719,3,"Lab",37.5,"NA","3 v 7",1,0.375,1,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","10/26/05 7/15/09 F Lab"
"Which is More_N Data/sheet: which is more - symbols",259,"M","11/17/05","4/8/10",52.73026316,4.394188596,4,"BDLC",80,"3","3 v 7",1,0.8,3,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","11/17/05 4/8/10 M BDLC"
"Block and Abacus Data/sheet: Combined data",260,"F","8/27/05","1/21/10",52.89473684,4.407894737,4,"Lab",43.75,"NA","3 v 7",1,0.4375,1,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","8/27/05 1/21/10 F Lab"
"Digit Training/sheet: data",261,"F","8/30/05","5/18/10",56.64473684,4.720394737,4,"Lab",25,"NA","3 v 7",1,0.5,1,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","8/30/05 5/18/10 F Lab"
"Meap Mapping Data/sheet: combined data",262,"M","2/11/05","7/16/09",53.16,4.429824561,4,"Lab",56.25,"NA","3 v 7",1,0.5625,2,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","2/11/05 7/16/09 M Lab"
"Block and Abacus Data/sheet: Combined data",264,"F","8/22/05","1/21/10",53.05921053,4.421600877,4,"Lab",75,"NA","3 v 7",1,0.75,3,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","8/22/05 1/21/10 F Lab"
"Digit Training/sheet: data",265,"F","7/15/05","5/20/10",58.22368421,4.851973684,4,"Lab",60,"NA","3 v 7",1,0.6,2,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","7/15/05 5/20/10 F Lab"
"Meap Mapping Data/sheet: combined data",266,"M","10/25/04","7/23/09",56.97,4.747807018,4,"Lab",56.25,"NA","3 v 7",1,0.5625,2,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","10/25/04 7/23/09 M Lab"
"Which is More_N Data/sheet: which is more - symbols",267,"F","1/12/04","4/12/10",75.06578947,6.255482456,6,"Lab",100,"NA","3 v 7",1,1,4,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","1/12/04 4/12/10 F Lab"
"Block and Abacus Data/sheet: Combined data",269,"F","8/4/04","1/19/10",65.59210526,5.466008772,5,"Lab",68.75,"NA","3 v 7",1,0.6875,2,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","8/4/04 1/19/10 F Lab"
"Digit Training/sheet: data",270,"M","8/11/03","5/20/10",81.38157895,6.781798246,6,"Lab",95,"NA","3 v 7",1,0.95,4,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","8/11/03 5/20/10 M Lab"
"Meap Mapping Data/sheet: combined data",271,"F","6/16/04","7/23/09",61.28,5.106907895,5,"Lab",75,"NA","3 v 7",1,0.75,3,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","6/16/04 7/23/09 F Lab"
"Which is More_N Data/sheet: which is more - symbols",272,"F","10/24/05","4/12/10",53.65131579,4.470942982,4,"Lab",60,"NA","3 v 7",1,0.6,2,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","10/24/05 4/12/10 F Lab"
"Block and Abacus Data/sheet: Combined data",274,"M","9/8/05","1/19/10",52.43421053,4.369517544,4,"Lab",68.75,"NA","3 v 7",1,0.6875,2,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","9/8/05 1/19/10 M Lab"
"Digit Training/sheet: data",275,"F","9/17/03","5/20/10",80.16447368,6.680372807,6,"Lab",95,"NA","3 v 7",1,0.95,4,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","9/17/03 5/20/10 F Lab"
"Meap Mapping Data/sheet: combined data",276,"M","1/31/06","7/23/09",41.74,3.478618421,3,"Lab",62.5,"NA","3 v 7",1,0.625,2,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","1/31/06 7/23/09 M Lab"
"Which is More_N Data/sheet: which is more - symbols",277,"M","3/3/04","4/12/10",73.38815789,6.115679825,6,"Lab",100,"NA","3 v 7",1,1,4,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","3/3/04 4/12/10 M Lab"
"Block and Abacus Data/sheet: Combined data",279,"F","5/6/04","1/15/10",68.42105263,5.701754386,5,"Lab",75,"NA","3 v 7",1,0.75,3,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","5/6/04 1/15/10 F Lab"
"Digit Training/sheet: data",280,"F","9/13/03","5/28/10",80.55921053,6.713267544,6,"Lab",90,"NA","3 v 7",1,0.9,4,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","9/13/03 5/28/10 F Lab"
"Meap Mapping Data/sheet: combined data",281,"F","3/2/04","7/23/09",64.77,5.39747807,5,"Lab",75,"NA","3 v 7",1,0.75,3,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","3/2/04 7/23/09 F Lab"
"Which is More_N Data/sheet: which is more - symbols",282,"M","5/16/04","4/29/10",71.51315789,5.959429825,5,"Lab",100,"NA","3 v 7",1,1,4,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","5/16/04 4/29/10 M Lab"
"Block and Abacus Data/sheet: Combined data",284,"F","12/15/03","1/14/10",73.09210526,6.091008772,6,"Lab",75,"NA","3 v 7",1,0.75,3,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","12/15/03 1/14/10 F Lab"
"Digit Training/sheet: data",285,"F","9/12/03","6/2/10",80.75657895,6.729714912,6,"Lab",100,"NA","3 v 7",1,1,4,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","9/12/03 6/2/10 F Lab"
"Meap Mapping Data/sheet: combined data",286,"F","3/28/06","7/17/09",39.7,3.308662281,3,"Lab",62.5,"NA","3 v 7",1,0.625,2,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","3/28/06 7/17/09 F Lab"
"Which is More_N Data/sheet: which is more - symbols",287,"M","3/24/05","4/28/10",61.21710526,5.101425439,5,"Lab",90,"NA","3 v 7",1,0.9,4,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","3/24/05 4/28/10 M Lab"
"Block and Abacus Data/sheet: Combined data",289,"F","9/22/05","2/2/10",52.43421053,4.369517544,4,"Lab",62.5,"NA","3 v 7",0,0.625,2,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","9/22/05 2/2/10 F Lab"
"Digit Training/sheet: data",290,"M","9/16/03","6/2/10",80.625,6.71875,6,"Lab",95,"NA","3 v 7",1,0.95,4,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","9/16/03 6/2/10 M Lab"
"Meap Mapping Data/sheet: combined data",291,"F","4/13/06","7/17/09",39.18,3.264802632,3,"Lab",37.5,"NA","3 v 7",0,0.375,1,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","4/13/06 7/17/09 F Lab"
"Which is More_N Data/sheet: which is more - symbols",292,"F","3/23/05","4/28/10",61.25,5.104166667,5,"Lab",100,"NA","3 v 7",1,1,4,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","3/23/05 4/28/10 F Lab"
"Meap 3 Data only/sheet: combined data",293,"NA","7/20/08","5/29/13",58.35526316,4.862938596,4,"Lab",62.5,"NA","3 v 7",0,0.625,2,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","7/20/08 5/29/13 NA Lab"
"Block and Abacus Data/sheet: Combined data",294,"F","11/16/04","2/4/10",62.69736842,5.224780702,5,"Lab",50,"NA","3 v 7",1,0.5,1,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","11/16/04 2/4/10 F Lab"
"Digit Training/sheet: data",295,"M","9/9/03","6/2/10",80.85526316,6.737938596,6,"Lab",80,"NA","3 v 7",1,0.8,3,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","9/9/03 6/2/10 M Lab"
"Meap Mapping Data/sheet: combined data",296,"M","1/5/03","7/17/09",78.45,6.537828947,6,"Lab",87.5,"NA","3 v 7",1,0.875,4,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","1/5/03 7/17/09 M Lab"
"Which is More_N Data/sheet: which is more - symbols",297,"F","5/6/04","4/21/10",71.57894737,5.964912281,5,"Lab",100,"NA","3 v 7",1,1,4,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","5/6/04 4/21/10 F Lab"
"Meap 3 Data only/sheet: combined data",298,"NA","7/9/08","5/30/13",58.75,4.895833333,4,"Lab",87.5,"NA","3 v 7",1,0.875,4,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","7/9/08 5/30/13 NA Lab"
"Block and Abacus Data/sheet: Combined data",299,"M","10/1/03","2/4/10",76.25,6.354166667,6,"Lab",81.25,"NA","3 v 7",1,0.8125,4,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","10/1/03 2/4/10 M Lab"
"Digit Training/sheet: data",300,"F","1/30/04","6/3/10",76.18421053,6.348684211,6,"Lab",95,"NA","3 v 7",1,0.95,4,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","1/30/04 6/3/10 F Lab"
"Meap Mapping Data/sheet: combined data",301,"M","8/4/03","8/24/09",72.76315789,6.063596491,6,"Lab",50,"NA","3 v 7",1,0.5,1,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","8/4/03 8/24/09 M Lab"
"Which is More_N Data/sheet: which is more - symbols",302,"F","12/20/04","4/21/10",64.07894737,5.339912281,5,"Lab",80,"NA","3 v 7",1,0.8,3,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","12/20/04 4/21/10 F Lab"
"Meap 3 Data only/sheet: combined data",303,"NA","7/9/08","6/2/13",58.84868421,4.904057018,4,"Lab",56.3,"NA","3 v 7",0,0.5625,2,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","7/9/08 6/2/13 NA Lab"
"Block and Abacus Data/sheet: Combined data",305,"M","4/26/05","2/10/10",57.59868421,4.799890351,4,"Lab",62.5,"NA","3 v 7",1,0.625,2,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","4/26/05 2/10/10 M Lab"
"Digit Training/sheet: data",306,"F","2/14/04","6/17/10",76.15131579,6.345942982,6,"Lab",30,"NA","3 v 7",1,0.6,2,1,"1v1","n","y","n","n","single","S",3,7,"single","single","single_single","single_single","Neither","2/14/04 6/17/10 F Lab"
